title,tags
Pain & Gain,"daniel lugo, manager of the sun gym in 1990s miami, decides that there is only one way to achieve his version of the american dream: extortion. to achieve his goal, he recruit muscleman paul and adrian a accomplices. after several failed attempts, they abduct rich businessman victor kershaw and convince him to sign over all his asset to them. but when kershaw make it out alive, authority are reluctant to believe his story. thriller crime action miami scam crime weight_lifting weightlifting duringcreditsstinger mark_wahlberg dwayne_johnson anthony_mackie michael_bay their american dream is bigger than yours."
In Good Company,"dan foreman is a seasoned advertisement sale executive at a high-ranking publication when a corporate takeover result in him being placed under naive supervisor carter duryea, who is half his age. matters are made worse when dan's new supervisor becomes romantically involved with his daughter an 18 year-old college student alex. comedy drama romance midlife_crisis daughter bad_boss topher_grace scarlett_johansson dennis_quaid paul_weitz he's rich, young and handsome. he's in love with you and he's your dad's boss."
Clockstoppers,"until now, zak gibbs' greatest challenge ha been to find a way to buy a car. but when he discovers an odd wristwatch amidst his father's various invention and slip it on -- something very strange happens. the world around him seems to come to a stop, everything and everybody frozen in time. zak quickly learns how to manipulate the device and he and his quick-witted and beautiful new friend, francesca, start to have some real fun. adventure family science_fiction thriller time airplane youth wristwatch jesse_bradford paula_garcés robin_thomas jonathan_frakes the adventure of a lifetime, in a few mere seconds."
Silverado,"four unwitting hero cross path on their journey to the sleepy town of silverado. little do they know the town where their family and friend reside ha been taken over by a corrupt sheriff and a murderous posse. it's up to the sharp-shooting foursome to save the day, but first they have to break each other out of jail, and learn who their real friend are. action crime drama western sheriff fight horse male_friendship two_guns_belt kevin_kline scott_glenn kevin_costner lawrence_kasdan four stranger become friends. four friend become heros. on the road to..."
Brothers,"when his helicopter go down during his fourth tour of duty in afghanistan, marine sam cahill is presumed dead. back home, brother tommy step in to look over sam’s wife, grace, and two children. sam’s surprise homecoming trigger domestic mayhem. drama thriller war brother_brother_relationship brother-in-law loss_of_husband war_in_afghanistan sister-in-law tobey_maguire jake_gyllenhaal natalie_portman jim_sheridan there are two side to every family."
Agent Cody Banks 2: Destination London,"with all-new gadgets, high-flying action, exciting chase and a wisecracking new handler, derek (anthony anderson), cody ha to retrieve the device before the world's leader fall under the evil control of a diabolical villain. comedy london_england cia teenage_hero teen_spy cia_agent frankie_muniz anthony_anderson hannah_spearritt kevin_allen adventure is an attitude."
New Year's Eve,the life of several couple and single in new york intertwine over the course of new year's eve. comedy romance new_year's_eve illustrator caterer pedicab ticket videoconferencing multiple_storylines duringcreditsstinger robert_de_niro katherine_heigl ashton_kutcher garry_marshall the one night anything is possible.
Original Sin,"a young man is plunged into a life of subterfuge, deceit and mistaken identity in pursuit of a femme fatale whose heart is never quite within his grasp drama thriller mystery romance woman sex cuba eroticism lover_(female) passion coffee_grower sin denunciation angelina_jolie antonio_banderas gregory_itzin michael_cristofer this is not a love story - it's a story about love."
The Raven,"a fictionalized account of the last day of edgar allan poe's life, in which the poet is in pursuit of a serial killer whose murder mirror those in the writer's stories. crime thriller mystery poison blackmail masked_ball historical_figure buried_alive serial_killer deadline edgar_allan_poe newspaper_review baltimore_maryland newspaper_office hard_time life_imitates_art pendulum john_cusack luke_evans alice_eve james_mcteigue the only one who can stop a serial killer is the man who inspired him."
Highlander: The Final Dimension,"starts off in the 15th century, with connor mcleod (christopher lambert) training with another immortal swordsman, the japanese sorcerer nakano (mako). when an evil immortal named kane (mario van peebles) kill the old wizard, the resulting battle leaf him buried in an underground cave. when kane resurfaces in the 20th century to create havoc, it's up to mcleod to stop him. action fantasy science_fiction japan new_york scotland morocco good_and_bad christopher_lambert mario_van_peebles deborah_kara_unger andrew_morahan throughout time they have hunted each other fulfilling the prophecy, that there can be only one."
Blood and Wine,"a man who ha failed a a father and husband commits a heist to make money for his fledging business, but thing become complicated when his wife interferes. crime drama thriller robbery gun fight love murder heist theft diamond neo-noir jack_nicholson stephen_dorff jennifer_lopez bob_rafelson there is no honour amongst thieves."
Snow White: A Tale of Terror,"based somewhat more authentically on the grimm brothers' story of a young woman who is unliked by her stepmother, the film includes the talking mirror, a poisoned apple, and some ruffian gold (not diamond) miner (and they aren't dwarf or cute). it take place at the time of the crusades, and depicts the attitude of the wealthy and the peasant class toward one another. fantasy horror jealousy toxication castle step_mother fairy-tale_figure apple middle_age mirror nobility sigourney_weaver sam_neill monica_keena michael_cohn the fairy tale is over."
